feature	weight
EEF1A1	0.057033
B2M	-0.0948344
TPT1	0.0652779
UBA52	-3.6969e-09
MAMU-A	-2.08433e-07
FAU	-4.59508e-10
TMSB4X	0.0513183
ACTB	-0.0796573
MAMU-E	-2.13167e-07
RACK1	0.0178459
NACA	0.0937357
FTH1	-0.0500619
EIF1	0.0434912
GAPDH	0.225271
TMSB10	0.175253
EIF3K	0.0262987
FTL	-0.0450694
PFDN5	0.044611
PNRC1	0.0647112
COX4I1	3.44872e-09
EEF1B2	0.015881
PTMA	0.0248125
CD48	0.0166257
EEF1G	0.0902846
EEF2	0.0721983
UBC	-1.02454e-08
CD7	0.0883137
EEF1D	0.0510285
PTPRC	0.0334784
ZFP36	0.0706483
ITM2B	-0.0704888
NME2	-2.33632e-08
BTF3	0.0399124
NPM1	0.0113149
PPIA	0.0167401
CD3E	0.0160935
SRGN	-2.05674e-07
PABPC1	0.160592
FXYD5	0.108036
SH3BGRL3	0.0572198
MAMU-A3	-3.70239e-09
NFKBIA	0.0199041
CCL5	0.150905
HNRNPA1	0.0371636
ATP5MC2	-1.60635e-08
HINT1	0.0158102
IFI6	-0.133624
TOMM7	0.0112148
SERF2	8.11851e-09
PTPRCAP	-1.29333e-07
PFN1	0.0165945
VIM	0.027077
CALM1	7.40448e-09
LAPTM5	0.0931775
ATP5F1E	0.0316952
CD3D	0.0614759
ACTG1	-1.09895e-08
HSP90AB1	-0.0745035
OAZ1	0.0265067
GMFG	0.062624
LTB	0.0156759
FOS	-0.0303575
ALDOA	0.184213
GPX4	0.0896609
GNLY	0.00945055
EIF3G	-1.59212e-09
ARHGDIB	0.0240767
ENO1	0.194836
DDX5	0.0370744
HSPA8	-0.0214615
STK17A	0.0361386
IL7R	-0.0464382
CFL1	1.03412e-09
HNRNPDL	0.0253507
PSME1	-0.0430234
CD69	0.0611016
LIMD2	0.0358758
HNRNPA2B1	0.0277929
JUNB	0.12405
PCBP1	0.0151082
BTG1	0.0912854
SMDT1	0.0169215
MIF	0.124664
JUN	5.8695e-09
GZMB	0.227809
GIMAP7	0.0742772
EIF3F	0.0459176
CD52	0.0892251
HSP90AA1	0.0316405
KLF6	-0.0652106
PPIB	-7.80243e-09
CDC42	0.0670413
CORO1A	0.0267515
SARAF	0.0199045
S100A10	0.0391314
NKG7	-9.27947e-10
CD74	-0.153321
GSTP1	-0.0489707
HSPA5	-0.0390217
FUOM	0.108563
SELENOW	0.024041
ARPC1B	6.16663e-09
KRTCAP2	3.87528e-08
ATP5F1D	-3.60371e-08
EMP3	0.0567188
CHCHD2	-2.36628e-08
RHOA	0.0327307
DAZAP2	-8.17898e-10
MYL6	0.0131384
CNBP	2.54984e-09
ATP6V1G1	-2.50938e-08
YBX1	0.029629
GABARAP	0.0348556
EIF3H	0.0432043
TSC22D3	-0.0379867
ATP5PO	0.0370026
ATP5MG	-1.68419e-08
CD8B	-0.137047
SRSF11	0.0307393
MBNL1	0.0160999
ARPC2	0.0403249
LAT	0.0685047
ELOB	-8.76198e-09
TPI1	0.214149
NCL	0.0422089
SUMO2	0.0373028
CIRBP	-5.77198e-09
SRP14	-2.89033e-09
TMEM123	-1.89547e-08
MAMU-AG	-0.0688831
SRSF5	0.0260915
UBB	-0.0414106
ANKRD12	0.0826128
SEPTIN1	-1.83235e-08
SSR2	0.0500765
PSMB8	-0.050596
PDIA3	1.89268e-08
GYPC	-6.21272e-09
ATP5F1A	0.033581
FUS	-4.87687e-08
IL2RG	0.0272387
ABLIM1	0.079893
CST7	-0.0670745
KMT2E	0.069826
COMMD6	0.0243438
CCR7	0.0987057
CCNI	0.0876042
ATP6V0C	-1.72389e-08
SSR4	-5.25895e-09
UQCRH	0.0150531
TXNIP	0.106401
YWHAZ	0.0472006
SHISA5	-0.042053
EIF4B	0.0816561
S100A11	-2.03221e-08
WDR83OS	-1.34743e-08
JAK1	0.0453729
ARPC3	4.06307e-08
UBXN1	2.82873e-06
ARF1	0.0285254
CD37	0.0918355
PSMB9	-0.0362626
ZFP36L1	0.028425
PCBP2	0.0438327
CAMK4	0.0562049
YWHAB	0.0404407
SELL	0.0364619
SON	0.0266328
UBE2D3	0.0424886
ARGLU1	0.01946
CA6	0.0592188
UBE2D2	0.0931695
RAC2	0.0259427
PNISR	0.0222145
OST4	-6.90833e-09
ARL6IP5	4.41459e-09
EVL	0.0358871
LDHB	0.0876205
PGK1	0.156323
TOMM6	-5.47583e-09
PSMA7	-0.0414941
IFI27L2	0.0899551
DUSP1	-0.0595934
MYL12B	0.0242924
CD3G	0.0535637
GPI	0.143735
EIF3E	0.0592726
CD8A	-0.155282
CD44	-1.07624e-08
PRRC2C	0.0641136
TOMM20	0.118355
SPCS1	0.0183735
SEPTIN7	1.29251e-08
SKAP1	0.0189256
SEPTIN6	-1.83628e-08
ISG20	-0.0831245
CLEC2D	0.0219308
RNF213	-0.0249072
LDHA	0.184425
PECAM1	0.0559614
RNASEK	-1.76193e-08
PEBP1	-1.80815e-08
UCP2	0.0746143
NSA2	0.0671474
LCK	0.0715912
EZR	-0.0498814
TRMT112	-8.62247e-09
PLD3	-3.2947e-08
TPM3	0.0152949
HNRNPA0	0.0186979
IRF1	-1.58788e-08
PLAAT4	-0.0824481
SLC25A5	-2.34685e-08
CD247	0.127794
RSL24D1	0.0353291
PPP1CC	0.0437808
SF1	-1.051e-08
STAT1	-0.0482703
NDUFA4	1.95824e-09
LY6E-1	-1.46467e-07
CALR	-9.89285e-09
COX6C	-8.0596e-09
PLAAT3	0.0551909
CIB1	0.0280427
TMEM219	3.39712e-09
PRR13	2.05678e-07
COX5A	0.0209566
RBM39	0.0257137
EML4	0.0182179
LBH	0.0472961
SF3B1	1.54209e-08
PKM	0.168004
RSRP1	0.0172692
PAK2	0.0457534
NOP53	0.0831843
MSN	0.030198
SPOCK2	0.0449757
EIF3L	0.0453469
RABAC1	0.0261169
JTB	0.0275496
USP15	0.0344843
TMA7	0.0135256
KLF2	0.0219481
RIPOR2	0.0551323
FYB1	0.0347993
MYL12A	-1.85847e-08
CRIP1	0.0968417
SEPTIN9	0.0873113
ID2	0.0213211
HNRNPK	0.032094
SCML4	0.0574286
HSP90B1	-5.01833e-08
SRSF10	-6.9716e-09
IER2	0.0484165
NDFIP1	0.021377
BST2	-0.0212511
TLE5	0.0613715
UBL5	-1.26204e-08
EPC1	1.43302e-07
STK17B	1.18301e-07
PA2G4	-3.12376e-09
EIF3M	0.058085
BZW1	0.0417987
ZFP36L2	0.0713
PPP1R15A	-4.78117e-09
CD164	0.0230523
LSP1	0.110196
SLC25A3	0.0283884
DDX17	0.0469829
TUBA1B	0.0308423
SNRPD2	-1.22837e-08
DDX24	0.0214905
RWDD1	0.017078
CDC42SE2	0.0236333
RBM3	1.15147e-07
NAP1L1	0.0571152
NDUFB8	-1.72072e-08
ANP32B	0.0924639
GABARAPL2	0.0158409
PRDX6	-1.50016e-07
TENT5C	0.0455884
SP100	-0.037399
LCP1	0.0534115
CACYBP	1.75211e-08
ATP5MPL	0.0219704
H2AFZ	0.0553661
ITM2A	0.0970019
MYH9	0.0834266
CAPZB	0.0730656
FIS1	0.0125122
HNRNPUL1	0.0538442
ACTR2	0.0351357
SRSF7	2.84092e-08
MBP	0.0218689
TMEM59	0.0315304
STAT3	0.0657196
XRCC6	0.0253919
SUB1	0.0669447
CCNL1	0.0180089
SSB	0.0226278
RAP1B	0.0384494
MATR3	0.0477253
ETS1	0.0426975
TGFB1	0.0514254
SEC61B	1.216e-08
UQCR	-3.72327e-09
DNAJB1	-0.0235524
LSM14A	0.0773587
HCLS1	0.0127887
ATP5MF	-1.52612e-07
SF3B2	0.0177558
ROMO1	-0.030898
TAGLN2	0.0810379
WIPF1	0.0211455
SAP18	0.0247594
S1PR1	0.0586427
SRRM1	2.35156e-07
TMBIM6	0.0260059
ETFB	-5.82124e-07
BSG	-8.23896e-09
CUTA	0.0330796
UBXN4	-3.15634e-08
DYNLRB1	0.0230852
TUBB	0.0563327
DDX6	0.0377374
HNRNPC	0.0201695
FBL	0.0192299
HCST	-0.0305762
TAF7	-7.88573e-09
SLC2A3	0.148411
CDC37	0.0162503
MPHOSPH8	3.6533e-08
PPP1CA	4.64914e-08
U2AF1	3.02734e-08
NDUFA11	-3.2503e-08
CNN2	-5.41253e-07
IKZF1	0.114124
BRK1	0.0567735
PPDPF	0.0760977
SERP1	0.0357715
SERBP1	0.031211
ARHGDIA	0.0402895
TCF7	-1.79168e-07
SYTL3	0.0701194
SSU72	-1.76792e-07
NSD3	0.0442324
EIF4A2	0.0421012
BIN2	0.0537215
MFNG	0.0365473
PSIP1	0.0683464
TMEM14B	0.0211
AHNAK	0.184384
BTG2	0.061548
PSMB1	6.56648e-09
EID1	0.0189207
P4HB	0.0738222
PTGES3	0.0608687
HNRNPF	0.070052
COTL1	-0.0293304
RHOG	0.0432278
UBE2B	0.0530509
UQCRQ	-4.451e-08
ITGA4	6.53297e-10
TMEM50A	-6.71419e-06
GNB2	0.0274404
COX8A	-0.0259139
EDF1	0.0349932
ARRB2	6.49996e-09
NDUFB11	2.79329e-08
SEMA4D	0.101854
GZMK	-0.222688
G3BP2	-5.85886e-09
SCAND1	0.029028
HNRNPA3	0.0535356
NR3C1	0.0444579
GNG5	9.33797e-08
PPP1R12A	0.0199318
FNBP1	0.044368
ZC3HAV1	0.0379692
RNMT	0.0719417
EPB41	0.0163863
HNRNPU	0.0293956
PRPF4B	-2.24013e-09
ATP5PB	-1.76005e-08
ARL6IP1	0.026309
CD46	0.0125387
KRAS	-4.37895e-09
NAP1L4	0.0372116
RPN1	0.0597479
DRAP1	-0.018096
STK4	0.0542278
SRPRA	-1.00977e-07
SRRM2	0.0414755
MAF1	-3.59742e-08
GPSM3	0.0802017
CSDE1	0.0876024
SEC62	0.0470091
MICOS10	-4.3132e-08
MCL1	0.0394216
CYTIP	0.0649524
SF3B5	-0.0311167
SNRPA1	0.0240138
DAD1	0.0693824
NDUFB9	0.0359608
ST13	0.0283097
TLR9	-3.12208e-08
FNBP4	0.0241079
COPS9	3.63397e-08
CD2	0.0467852
PAIP2	0.0280661
RGS10	0.0515359
POLR2E	2.46211e-07
IFI16	1.5474e-07
MORF4L1	1.29175e-07
SH3KBP1	0.0352206
CCT3	0.0313842
RAN	0.0314988
EIF4A1	-2.80193e-07
TCEA1	0.0269512
ARID4B	0.032963
AKAP13	0.0414232
CSNK2B	0.0223205
ARF5	0.0197201
PSME2	-0.0823431
DEK	0.0200333
PNRC2	0.0548261
SQSTM1	-2.16403e-08
GIMAP5	2.09576e-07
TAX1BP1	0.0408733
GADD45B	2.39835e-07
CALM2	2.20989e-09
EIF5	1.63054e-07
ARHGEF1	3.5671e-08
CCT6A	1.33488e-07
TMBIM4	0.0232842
BCLAF1	0.0259512
ICAM2	0.0535071
TAP1	0.0207639
CHURC1	0.0254696
RBM8A	-6.3801e-08
CXCR4	-0.066094
PPP4C	-2.21272e-08
CD6	0.0779524
ALKBH7	0.00995816
LSM4	0.0116536
SNU13	0.0215284
IGFLR1	0.0891954
GPBP1	0.0317024
ATP6V0E1	-1.613e-08
CD99	0.0553423
LEF1	0.0952724
GSTT1	0.0496932
SNRPN	0.0240947
NDUFB4	-2.07191e-08
NOL7	4.22242e-07
RSL1D1	4.87889e-05
ARHGAP15	0.0360957
ELF1	0.0357475
ARPC5	0.0184238
NOP10	-4.39379e-07
DDX46	0.0366977
MPP7	1.28622e-08
PPP1R2	0.0263607
PPP2CA	-2.63735e-08
SPSB3	0.0333106
ATP5F1C	0.0309895
SSH2	5.48337e-08
ARPC5L	0.0509144
