feature	weight
EEF1A1	-0.454053
B2M	-0.760537
TPT1	-0.400714
UBA52	-0.417528
MAMU-A	-0.566473
FAU	-0.446609
TMSB4X	-0.301537
ACTB	-0.465737
MAMU-E	-0.594744
RACK1	-0.324527
NACA	-0.294951
FTH1	-0.139728
EIF1	-0.302857
GAPDH	-0.211502
TMSB10	-0.187343
EIF3K	-0.263746
FTL	-0.29648
PFDN5	-0.253505
PNRC1	-0.234503
COX4I1	-0.270751
EEF1B2	-0.2683
PTMA	-0.155837
CD48	-0.26239
EEF1G	-0.218327
EEF2	-0.217171
UBC	-0.192506
CD7	-0.197027
EEF1D	-0.191939
PTPRC	-0.261177
ZFP36	-0.188173
ITM2B	-0.406226
NME2	-0.240002
BTF3	-0.217582
NPM1	-0.233912
PPIA	-0.22294
CD3E	-0.345595
SRGN	-0.305294
PABPC1	-0.13933
FXYD5	-0.221073
SH3BGRL3	-0.185181
MAMU-A3	-0.169151
NFKBIA	-0.142704
CCL5	0.131813
HNRNPA1	-0.106212
ATP5MC2	-0.272523
HINT1	-0.23507
IFI6	-0.293091
TOMM7	-0.264931
SERF2	-0.238367
PTPRCAP	-0.291813
PFN1	-0.204056
VIM	-0.333069
CALM1	-0.183972
LAPTM5	-0.21328
ATP5F1E	-0.258485
CD3D	-0.263208
ACTG1	-0.219331
HSP90AB1	-0.137722
OAZ1	-0.133178
GMFG	-0.172172
LTB	-0.240714
FOS	-0.0727803
ALDOA	-0.178222
GPX4	-0.0927506
GNLY	-0.0394146
EIF3G	-0.209851
ARHGDIB	-0.213644
ENO1	-0.158889
DDX5	-0.113157
HSPA8	-0.173486
STK17A	-0.178746
IL7R	-0.328088
CFL1	-0.148447
HNRNPDL	-0.126168
PSME1	-0.223951
CD69	-0.115943
LIMD2	-0.0543205
HNRNPA2B1	-0.138041
JUNB	4.84831e-09
PCBP1	-0.192356
BTG1	-0.106403
SMDT1	-0.191941
MIF	-0.157071
JUN	-0.123115
GZMB	0.178823
GIMAP7	-0.12585
EIF3F	-0.138322
CD52	-0.046159
HSP90AA1	0.0431553
KLF6	-0.192249
PPIB	-0.221086
CDC42	-0.0650788
CORO1A	-0.119783
SARAF	-0.113935
S100A10	-0.120676
NKG7	-0.0987444
CD74	-0.22275
GSTP1	-0.149882
HSPA5	-0.218437
FUOM	-0.0976913
SELENOW	-0.0907587
ARPC1B	-0.167348
KRTCAP2	-0.222491
ATP5F1D	-0.149317
EMP3	-0.15406
CHCHD2	-0.139963
RHOA	-0.118563
DAZAP2	-0.13748
MYL6	-0.0878373
CNBP	-0.0703971
ATP6V1G1	-0.105718
YBX1	-0.103424
GABARAP	-0.086841
EIF3H	-0.132133
TSC22D3	-0.091191
ATP5PO	-0.0699624
ATP5MG	-0.165529
CD8B	-0.31295
SRSF11	-0.0961519
MBNL1	-0.139841
ARPC2	-0.106975
LAT	-0.18325
ELOB	-0.158478
TPI1	-0.0859655
NCL	-0.0888692
SUMO2	-0.0734235
CIRBP	-0.0635261
SRP14	-0.0986617
TMEM123	-0.183137
MAMU-AG	-0.29107
SRSF5	-0.0923184
UBB	-0.0431264
ANKRD12	-0.120853
SEPTIN1	-0.157045
SSR2	-0.131904
PSMB8	-0.190484
PDIA3	-0.23068
GYPC	-0.124715
ATP5F1A	-0.0728018
FUS	-0.118092
IL2RG	-0.131638
ABLIM1	-0.102941
CST7	-0.104549
KMT2E	-0.0478435
COMMD6	-0.130293
CCR7	-0.0919683
CCNI	-0.0410573
ATP6V0C	-0.112453
SSR4	-0.162762
UQCRH	-0.102485
TXNIP	-0.0453123
YWHAZ	-0.100264
SHISA5	-0.18604
EIF4B	-0.0780955
S100A11	-0.207142
WDR83OS	-0.116403
JAK1	-0.0705596
ARPC3	-0.105329
UBXN1	-0.0768371
ARF1	-0.0839945
CD37	-0.138528
PSMB9	-0.192136
ZFP36L1	-0.09651
PCBP2	-0.0967589
CAMK4	-0.158384
YWHAB	-0.134618
SELL	-0.0805174
SON	-0.143241
UBE2D3	-0.0460959
ARGLU1	-0.0949474
CA6	-0.0394971
UBE2D2	-0.0701778
RAC2	-0.0870166
PNISR	-0.0985629
OST4	-0.16487
ARL6IP5	-0.174394
EVL	-0.116931
LDHB	-0.0589945
PGK1	-0.0543994
TOMM6	-0.0965332
PSMA7	-0.104341
IFI27L2	-0.0397893
DUSP1	-0.0749912
MYL12B	-0.0992212
CD3G	-0.106105
GPI	-0.123553
EIF3E	-0.0475076
CD8A	-0.304561
CD44	-0.182553
PRRC2C	-0.0555397
TOMM20	-0.0546464
SPCS1	-0.135155
SEPTIN7	-0.0609459
SKAP1	-0.128718
SEPTIN6	-0.159149
ISG20	-0.243583
CLEC2D	-0.0790536
RNF213	-0.217149
LDHA	-0.0317564
PECAM1	-0.1013
RNASEK	-0.110698
PEBP1	-0.0715072
UCP2	6.20645e-09
NSA2	-0.0337315
LCK	-0.0370571
EZR	-0.0984908
TRMT112	-0.0960515
PLD3	-0.141363
TPM3	-0.074929
HNRNPA0	-0.0196917
IRF1	-0.0469842
PLAAT4	-0.134481
SLC25A5	-0.0869088
CD247	-0.0554332
RSL24D1	-0.0439122
PPP1CC	-0.105748
SF1	-0.0855967
STAT1	-0.172523
NDUFA4	-0.138923
LY6E-1	-0.124341
CALR	-0.117487
COX6C	-0.100969
PLAAT3	-0.148177
CIB1	-0.100223
TMEM219	-0.0827726
PRR13	-0.0921225
COX5A	-0.0572002
RBM39	-1.64743e-08
EML4	-0.0780835
LBH	-0.0454044
SF3B1	-0.0774041
PKM	-0.0783606
RSRP1	-0.0813073
PAK2	-0.0758935
NOP53	-0.0491241
MSN	-0.0888547
SPOCK2	-0.199381
EIF3L	-0.0311823
RABAC1	-0.126008
JTB	-0.0847601
USP15	-0.102133
TMA7	-0.113881
KLF2	-0.0461444
RIPOR2	-1.36112e-09
FYB1	-0.0970041
MYL12A	-0.113773
CRIP1	-0.116596
SEPTIN9	-0.078222
ID2	1.81273e-08
HNRNPK	-0.036989
SCML4	-0.0460282
HSP90B1	-0.0997565
SRSF10	-0.0490821
IER2	0.0662355
NDFIP1	-0.0908337
BST2	-0.0819002
TLE5	-0.039639
UBL5	-0.132052
EPC1	-0.0419735
STK17B	-0.0364745
PA2G4	-0.120612
EIF3M	-0.0704412
BZW1	-0.0451391
ZFP36L2	-0.0683181
PPP1R15A	-0.0453123
CD164	-0.137747
LSP1	-0.0737342
SLC25A3	-0.0401486
DDX17	-0.0516901
TUBA1B	-5.94727e-09
SNRPD2	-0.11253
DDX24	-0.0559525
RWDD1	-0.0564575
CDC42SE2	-0.0735957
RBM3	-0.0234004
NAP1L1	-0.0325266
NDUFB8	-0.0965029
ANP32B	-0.0518289
GABARAPL2	-0.0551535
PRDX6	-0.0430129
TENT5C	-0.0845589
SP100	-0.150856
LCP1	-0.148597
CACYBP	-0.0467239
ATP5MPL	-0.0902604
H2AFZ	-0.035444
ITM2A	-0.0598539
MYH9	-0.0810569
CAPZB	-0.0485103
FIS1	-0.0283616
HNRNPUL1	-0.0651291
ACTR2	-0.0885011
SRSF7	-6.57168e-08
MBP	-0.057861
TMEM59	-0.144623
STAT3	-8.9213e-08
XRCC6	-0.0403689
SUB1	-0.0462711
CCNL1	-0.0375146
SSB	-0.0235801
RAP1B	0.0344415
MATR3	-0.0252581
ETS1	-0.0446031
TGFB1	-0.0582048
SEC61B	-0.123836
UQCR	-0.124891
DNAJB1	0.116475
LSM14A	-0.0452599
HCLS1	-0.095724
ATP5MF	-0.134171
SF3B2	-0.0640522
ROMO1	-0.152016
TAGLN2	-6.40983e-09
WIPF1	-0.0663649
SAP18	-0.0539377
S1PR1	-0.112421
SRRM1	-8.23649e-08
TMBIM6	-0.153487
ETFB	-0.101924
BSG	-0.0795607
CUTA	-0.0864901
UBXN4	-0.0441252
DYNLRB1	-0.068149
TUBB	-0.0240869
DDX6	-0.0635014
HNRNPC	-7.3319e-09
FBL	-0.076589
HCST	-0.122106
TAF7	-0.0460618
SLC2A3	-5.9911e-09
CDC37	-0.0626815
MPHOSPH8	-0.0463172
PPP1CA	-0.087171
U2AF1	-0.033436
NDUFA11	-0.0538142
CNN2	-0.111643
IKZF1	-0.0217982
BRK1	-0.0544865
PPDPF	-1.25886e-08
SERP1	-0.0659452
SERBP1	-0.0328813
ARHGDIA	-0.0659515
TCF7	-0.0641989
SYTL3	-0.0839034
SSU72	-0.0562331
NSD3	-0.0444723
EIF4A2	-0.0316998
BIN2	-0.0249726
MFNG	-0.0961448
PSIP1	-0.0655118
TMEM14B	-0.0459689
AHNAK	5.34433e-09
BTG2	-0.0365333
PSMB1	-0.0957107
EID1	-0.0745019
P4HB	-0.128758
PTGES3	-0.060773
HNRNPF	-0.0198665
COTL1	-0.185297
RHOG	-0.0613359
UBE2B	3.35114e-09
UQCRQ	-0.115968
ITGA4	-0.0823523
TMEM50A	-0.0822181
GNB2	-0.026584
COX8A	-0.0783061
EDF1	-0.0374843
ARRB2	-0.0745587
NDUFB11	-0.0621473
SEMA4D	-0.0496883
GZMK	-0.240496
G3BP2	-0.0878748
SCAND1	-0.0230245
HNRNPA3	-0.0237547
NR3C1	-0.092455
GNG5	-0.0763899
PPP1R12A	-0.063955
FNBP1	-0.0530453
ZC3HAV1	-0.052934
RNMT	-0.0636857
EPB41	-0.0880675
HNRNPU	-8.8158e-09
PRPF4B	-0.0333563
ATP5PB	-0.0508797
ARL6IP1	-0.063269
CD46	-0.0802591
KRAS	-0.0408132
NAP1L4	-0.0783349
RPN1	-0.0943358
DRAP1	-0.0904304
STK4	-0.0419131
SRPRA	-0.101381
SRRM2	-0.0524594
MAF1	-0.0416241
GPSM3	-0.0299358
CSDE1	-0.0468336
SEC62	-0.0308144
MICOS10	-0.0818846
MCL1	-0.0198677
CYTIP	2.46596e-09
SF3B5	-0.0437019
SNRPA1	-0.0833291
DAD1	-0.0496203
NDUFB9	-0.0631054
ST13	-0.0304829
TLR9	-0.0700996
FNBP4	-0.0470577
COPS9	-0.0960792
CD2	-0.116817
PAIP2	-0.044644
RGS10	-0.0377598
POLR2E	-0.0286654
IFI16	-0.0777881
MORF4L1	-0.0365862
SH3KBP1	-0.0706442
CCT3	-0.039142
RAN	-0.0277043
EIF4A1	-0.0179383
TCEA1	-0.0534218
ARID4B	-7.81909e-09
AKAP13	-0.0744409
CSNK2B	-0.0413067
ARF5	-0.107807
PSME2	-0.133874
DEK	-0.0467891
PNRC2	-3.22961e-07
SQSTM1	-1.03485e-09
GIMAP5	-0.117266
TAX1BP1	-0.0574041
GADD45B	0.0401036
CALM2	-0.0589591
EIF5	-0.0318617
ARHGEF1	-0.0306003
CCT6A	-0.0621574
TMBIM4	-0.0758747
BCLAF1	-0.0465041
ICAM2	-0.0900081
TAP1	-0.0861298
CHURC1	-0.0582852
RBM8A	-0.0378239
CXCR4	-0.122213
PPP4C	-0.0579497
CD6	-0.058672
ALKBH7	-0.0419142
LSM4	-0.0320697
SNU13	-0.0460008
IGFLR1	-0.0850784
GPBP1	-0.0288116
ATP6V0E1	-0.0932373
CD99	-0.163168
LEF1	2.74679e-08
GSTT1	-0.025312
SNRPN	-0.0605352
NDUFB4	-0.0598096
NOL7	-0.0249799
RSL1D1	-0.0256979
ARHGAP15	-0.0669584
ELF1	-0.0480384
ARPC5	-0.0959186
NOP10	-0.0442891
DDX46	-0.04708
MPP7	-0.0959342
PPP1R2	3.0537e-09
PPP2CA	-0.0301016
SPSB3	-0.0721019
ATP5F1C	-0.0608953
SSH2	-0.0439381
ARPC5L	-0.0207685
PITPNC1	0.0395594
TMED9	-0.0528483
CARD19	-0.0683678
PCED1B	-0.0180709
TMEM147	-0.0548111
ITGA6	-0.0701108
SNRPB	-0.0627808
CYB5A	-0.0976713
ATP6V1F	-0.0325908
CD5	-0.093592
BAX	-0.0611986
PSMB7	-5.18536e-09
MTDH	-0.0765065
ZNF706	-0.0593251
REXO2	-0.0548001
ZNF292	-0.0522407
IFI27	-0.109955
IRF9	-0.0922336
DDX3X	-0.0586813
APRT	-0.0977735
TALDO1	-0.0896269
TNRC6B	-0.0746871
CANX	-0.133745
G3BP1	-0.0601707
NDUFA2	-0.067747
NDUFB2	-0.096043
GZMM	-0.154587
VPS28	-0.0314385
NDUFV2	-0.0465246
NCOR1	-0.0258266
MX1	-0.219142
MTPN	1.39972e-07
MYCBP2	-0.0816762
FAM107B	-0.113667
TMIGD2	-4.34598e-07
SORL1	-0.14771
ABRACL	-0.12316
REX1BD	-0.0755683
ERGIC3	-0.0677852
ACTR3	-0.0442611
VDAC2	-0.0320221
ATP5PF	-0.0690559
SMARCA5	-0.0380645
SLC9A3R1	2.6907e-09
SF3A2	-1.88165e-10
RBM25	-0.0370647
TERF2IP	-0.0722797
TMED10	-0.075914
RESF1	-0.0719589
NUCKS1	-2.76582e-10
DNAJB6	-0.0162237
PLAC8	-0.0577651
WSB1	-0.0232372
MAPRE2	-0.0382709
CCND3	-0.0489091
EIF3I	-0.0400968
OSTF1	-0.114619
TMEM243	-0.0531687
PRKCH	9.2229e-08
BNIP3L	-1.67475e-09
RASSF1	5.19705e-07
OS9	-0.0902995
COX7B	-0.0665645
AUP1	-0.0644021
