feature	weight
EEF1A1	-0.155683
B2M	5.29119e-07
TPT1	-0.0596579
UBA52	-0.0993645
MAMU-A	-0.110939
FAU	-0.101487
TMSB4X	9.18609e-09
ACTB	0.0647121
MAMU-E	-0.0341122
RACK1	-0.107692
NACA	-0.0873784
FTH1	-0.0887787
EIF1	-0.0587209
GAPDH	-0.0318891
TMSB10	0.157
EIF3K	-0.0906839
FTL	-0.0555355
PFDN5	-0.0815585
PNRC1	-0.0665853
COX4I1	-0.0581941
EEF1B2	-0.0567988
PTMA	-0.139633
CD48	-0.068837
EEF1G	-0.0519601
EEF2	-0.0675344
UBC	-0.0505212
CD7	-0.0272817
EEF1D	-0.102911
PTPRC	-3.44834e-08
ZFP36	0.101198
ITM2B	-0.056769
NME2	-0.0853222
BTF3	-0.0703361
NPM1	-0.094191
PPIA	-0.0537783
CD3E	-0.0263855
SRGN	-0.0792292
PABPC1	-0.0871881
FXYD5	0.0213537
SH3BGRL3	0.121052
MAMU-A3	-0.0688839
NFKBIA	-7.02124e-08
CCL5	-1.51291e-08
HNRNPA1	-0.111796
ATP5MC2	-9.80438e-08
HINT1	-7.86061e-09
IFI6	0.133203
TOMM7	-0.0393146
SERF2	-0.0574734
PTPRCAP	-0.048785
PFN1	1.44848e-07
VIM	0.148126
CALM1	-9.02794e-10
LAPTM5	0.0948679
ATP5F1E	0.0669961
CD3D	3.04806e-07
ACTG1	0.0512393
HSP90AB1	-0.203989
OAZ1	-0.0154334
GMFG	0.0517098
LTB	3.77532e-07
FOS	-0.109839
ALDOA	-9.86141e-06
GPX4	0.0474628
GNLY	-0.300876
EIF3G	-0.0602312
ARHGDIB	0.000807166
ENO1	1.45734e-07
DDX5	3.67933e-07
HSPA8	5.33011e-08
STK17A	-0.0418243
IL7R	3.2967e-07
CFL1	1.2459e-07
HNRNPDL	-0.064898
PSME1	-0.0641036
CD69	1.36103e-08
LIMD2	5.31149e-08
HNRNPA2B1	-0.0882886
JUNB	0.0845782
PCBP1	7.71831e-10
BTG1	-0.0241502
SMDT1	-9.51816e-09
MIF	-0.0610753
JUN	0.035205
GZMB	0.136298
GIMAP7	0.0918701
EIF3F	-0.0471057
CD52	0.082074
HSP90AA1	-0.144792
KLF6	-0.0404268
PPIB	-2.43375e-07
CDC42	3.17579e-08
CORO1A	0.039682
SARAF	-0.0350678
S100A10	1.85236e-08
NKG7	1.78318e-10
CD74	0.0279827
GSTP1	-0.0709377
HSPA5	-0.0631769
FUOM	-0.0515563
SELENOW	-0.0479843
ARPC1B	1.19135e-07
KRTCAP2	0.0247475
ATP5F1D	-0.0331701
EMP3	0.0294111
CHCHD2	-0.0491002
RHOA	-0.041377
DAZAP2	-0.0142497
MYL6	-1.79177e-09
CNBP	-0.0575147
ATP6V1G1	-0.0528241
YBX1	-0.0548538
GABARAP	-0.0413514
EIF3H	-0.0224456
TSC22D3	-0.119814
ATP5PO	-0.0154252
ATP5MG	-0.0271815
CD8B	0.0161519
SRSF11	-0.05867
MBNL1	-0.013898
ARPC2	-0.0183201
LAT	0.139517
ELOB	-0.0176177
TPI1	-1.67858e-08
NCL	-0.0603242
SUMO2	-0.0381295
CIRBP	-0.0692425
SRP14	-0.0416335
TMEM123	-2.11618e-08
MAMU-AG	-0.0280362
SRSF5	-0.030333
UBB	-0.0946985
ANKRD12	0.0363676
SEPTIN1	-2.14488e-08
SSR2	4.26126e-07
PSMB8	6.54969e-08
PDIA3	-0.0650696
GYPC	-0.043455
ATP5F1A	-0.0464546
FUS	-0.0527901
IL2RG	-0.000133702
ABLIM1	0.0248379
CST7	-0.0831739
KMT2E	-0.0591381
COMMD6	-0.0227828
CCR7	0.034504
CCNI	-0.0141558
ATP6V0C	-0.0521034
SSR4	-0.0502667
UQCRH	-0.063816
TXNIP	7.82844e-09
YWHAZ	4.89478e-08
SHISA5	0.0199703
EIF4B	-0.0537423
S100A11	0.0373843
WDR83OS	-0.0370464
JAK1	-0.044512
ARPC3	4.66729e-07
UBXN1	-0.0163143
ARF1	-0.0317047
CD37	-2.95598e-07
PSMB9	2.18991e-08
ZFP36L1	-1.08852e-07
PCBP2	-0.0334632
CAMK4	0.0788043
YWHAB	0.0397939
SELL	1.29471e-07
SON	-6.00433e-08
UBE2D3	-0.028519
ARGLU1	-1.19475e-07
CA6	0.0519473
UBE2D2	-0.0233166
RAC2	0.0631684
PNISR	-0.0456987
OST4	-9.36974e-09
ARL6IP5	0.0358412
EVL	0.085044
LDHB	0.0557299
PGK1	-0.049033
TOMM6	-0.0860087
PSMA7	-0.0320053
IFI27L2	1.72298e-07
DUSP1	-0.0973797
MYL12B	-0.0320594
CD3G	0.0310873
GPI	1.24809e-07
EIF3E	-0.0555385
CD8A	-0.0261358
CD44	-0.0338219
PRRC2C	-0.0633226
TOMM20	-4.41578e-08
SPCS1	-0.0307023
SEPTIN7	-0.0740477
SKAP1	3.9491e-06
SEPTIN6	-0.017279
ISG20	0.121153
CLEC2D	-0.0749143
RNF213	0.145853
LDHA	-3.61513e-08
PECAM1	2.7663e-07
RNASEK	-2.83184e-07
PEBP1	-0.0503992
UCP2	0.0681439
NSA2	-0.0756189
LCK	-0.0137476
EZR	-0.183939
TRMT112	-0.0749468
PLD3	4.67056e-08
TPM3	-8.83253e-08
HNRNPA0	-0.115035
IRF1	-0.0218591
PLAAT4	-0.0476214
SLC25A5	-4.91828e-07
CD247	-0.060175
RSL24D1	-0.0628025
PPP1CC	0.0410464
SF1	-0.0240671
STAT1	0.0854941
NDUFA4	-0.013242
LY6E-1	0.0840585
CALR	-0.0631579
COX6C	-0.0206206
PLAAT3	0.0888328
CIB1	0.074351
TMEM219	-1.57688e-07
PRR13	9.5937e-08
COX5A	-3.08555e-08
RBM39	-0.0825757
EML4	-0.0694477
LBH	-0.0274472
SF3B1	-1.1026e-07
PKM	-0.0363148
RSRP1	-6.34158e-08
PAK2	-0.04779
NOP53	-0.0392415
MSN	-0.0356934
SPOCK2	0.045549
EIF3L	-0.0504024
RABAC1	5.62898e-05
JTB	-0.0235662
USP15	-0.0426665
TMA7	1.6954e-08
KLF2	0.0231791
RIPOR2	-0.0220105
