feature	weight
COX20	0
LOC100423131	0
RABGAP1L	-0.016886161872143483
FAM129A	0
RGS1	0
DENND1B	-0.0611621322990353
BTG2	-0.14706583672758256
SLC30A1	0
LBR	-0.015489459454670363
FCER1G	0
SLAMF7	0
TAGLN2	-0.06679832835430653
LMNA	-0.07765305022498993
S100A4	-0.08154454361172905
S100A6	0
ANP32E	0
TXNIP	-0.058934336705215626
RBM8A	0
DENND2D	0
CDC14A	-8.385200353204212e-4
TGFBR3	-0.0747704307681428
LRRC8C	-0.08502435017862364
LOC694538	0
GADD45A	-0.02344871744940098
PDE4B	0
USP1	0
JUN	0
NASP	0
PRDX1	0.0015162613906661137
ZC3H12A	-0.015552408722335428
SFPQ	0
IFI6	0.15513395326513066
CD52	-0.025350117245146055
SH3BGRL3	0.11145737287427722
ZNF593	0
STMN1	0
LOC695047	-0.06049177567039754
SRM	0.025952875676179595
ENO1	0.06651799196769133
PARK7	0.04683136325060587
ISG15	0.1555896193942401
CMC1	0
SATB1	0
SH3BP5	0
STAG1	-0.06706353735291808
GPR171	0
TIPARP	-0.07643127869232119
SMC4	0
SKIL	-0.0016927990822627184
TNIK	-0.004322621195399688
CSRNP1	-0.014949230622518433
CX3CR1	0
LRIG1	-0.0029310916251018334
FRMD4B	-0.059815597720163614
FOXP1	0
BHLHE40	-0.07059716180981093
LOC100427851	0.053021403523434256
HEG1	-0.05832300407395521
TIGIT	0
CD96	0
CBLB	-0.02428225360373293
NFKBIZ	-0.02925218822990825
CLDND1	0
ITGB2	-0.1307222869147425
ETS2	-0.027580215402615984
TTC3	0
RUNX1	-0.0554985617034325
MRPS6	0.06304206647611697
LFNG	0
ACTB	0
TMEM120A	0
SEC61G	0.07065462400016854
MYO1G	-0.003465016787919035
LOC720538	0
LOC705095	-0.008303133407693546
GPR141	0
ELMO1	-0.07748720789679471
CHN2	-0.0798582668059343
GLCCI1	-0.018670183312834824
RPA3	0
CDK6	-0.003927348932535387
BMT2	0
LOC708686	-0.14117936566298053
KDM7A	-0.06755270439437447
LOC114677140	0.06498052943330018
SOD2	0
TAGAP	-0.0093064035220402
FYN	0
MAN1A1	-0.03593413667328661
THEMIS	-0.016768267009436167
AHI1	0
TNFAIP3	-0.04557465249584148
HIVEP2	-0.04252635624714587
UTRN	-0.09278282129150317
ARID1B	-0.043075322786660486
BACH2	0
HSP90AB1	0
ZFAND3	-0.05478048577992417
MAMU-DRB1	0
MAMU-DRB5	0
NCR3	-0.008320723139586764
LTB	-0.01650946932203746
HIST1H1D	-0.0658090680859071
LOC696872	-0.16480013388855744
LOC696005	-0.056005117628863454
ATXN1	-0.0308344518778625
JARID2	-0.014996150201259419
CD83	-0.06612373842984443
HIVEP1	-0.07151173286970329
LOC722929	-0.1270674671811595
SERPINB9	0
SLBP	0
