feature	weight
EEF1A1	-0.174972
B2M	-0.079425
TPT1	-0.146519
UBA52	-0.139772
MAMU-A	-0.0949813
FAU	-0.143495
TMSB4X	-0.146698
ACTB	-0.0527325
MAMU-E	-0.0781168
RACK1	-0.126499
NACA	-0.197627
FTH1	0.0490571
EIF1	-0.0995995
GAPDH	-0.267952
TMSB10	-0.211662
EIF3K	-0.123486
FTL	-0.0701155
PFDN5	-0.135723
PNRC1	-0.11307
COX4I1	-0.102444
EEF1B2	-0.0824757
PTMA	-0.0721077
CD48	-0.0846553
EEF1G	-0.151732
EEF2	-0.157299
UBC	-0.0660454
CD7	-0.104477
EEF1D	-0.153777
PTPRC	-0.0364758
ZFP36	-0.0776465
ITM2B	-0.0130603
NME2	-0.060812
BTF3	-0.115512
NPM1	-0.0689263
PPIA	-0.0870845
CD3E	-0.068117
SRGN	-1.25295e-09
PABPC1	-0.155513
FXYD5	-0.136432
SH3BGRL3	-0.113789
MAMU-A3	-0.0672504
NFKBIA	-0.110199
CCL5	-0.254126
HNRNPA1	-0.106952
ATP5MC2	-0.041451
HINT1	-0.07608
IFI6	0.0299117
TOMM7	-0.0712451
SERF2	-0.0881702
PTPRCAP	-0.062267
PFN1	-0.133221
VIM	-2.56217e-09
CALM1	-0.0282327
LAPTM5	-0.0911055
ATP5F1E	-0.0647742
CD3D	-0.0953546
ACTG1	-0.0257369
HSP90AB1	-0.0229174
OAZ1	-0.0730731
GMFG	-0.0692332
LTB	-0.0692179
FOS	0.0389852
ALDOA	-0.181427
GPX4	-0.113565
GNLY	-0.178759
EIF3G	-0.0641517
ARHGDIB	-0.113883
ENO1	-0.206116
DDX5	-6.44526e-09
HSPA8	-0.0335191
STK17A	-0.0274416
IL7R	0.0660499
CFL1	-0.0496962
HNRNPDL	-0.0811164
PSME1	-0.0497397
CD69	-0.0618096
LIMD2	-0.0603246
HNRNPA2B1	-0.0303403
JUNB	-0.0775192
PCBP1	-0.0466332
BTG1	-0.0802932
SMDT1	-0.0789452
MIF	-0.153173
JUN	-7.6673e-09
GZMB	-0.297722
GIMAP7	-0.0231969
EIF3F	-0.100108
CD52	-0.171274
