feature	weight
COX20	0
LOC100423131	0.006084223960590377
RABGAP1L	-0.09131661779364943
FAM129A	-0.0045998779565411835
RGS1	0
DENND1B	-0.0474208555600043
BTG2	0.034841706061523835
SLC30A1	-0.08264991493410999
LBR	0
FCER1G	0.08267810005777315
SLAMF7	-0.032896072615921014
TAGLN2	0.1357871086985347
LMNA	0
S100A4	0.18718756641437143
S100A6	0.11093449875350764
ANP32E	0
TXNIP	0
RBM8A	0.008868969929185731
DENND2D	0
CDC14A	-0.003309688245573781
TGFBR3	-0.005502811020676629
LRRC8C	-0.032310185060764454
LOC694538	-0.0067561670516325546
GADD45A	0
PDE4B	-0.005835185749320957
USP1	0
JUN	0
NASP	0
PRDX1	0
ZC3H12A	0
SFPQ	-0.08035031939308836
IFI6	-0.07005671705578476
CD52	0.14968151223829687
SH3BGRL3	0.06812148979994993
ZNF593	0
STMN1	0
LOC695047	-0.06251573480834015
SRM	-0.008607067017777172
ENO1	0
PARK7	0
ISG15	-0.07062455460847436
CMC1	0.01982010003688165
SATB1	-0.013291266709397188
SH3BP5	-0.06120414760430492
STAG1	-0.06500634780891783
GPR171	0
TIPARP	0
SMC4	-0.01254431219412062
SKIL	-0.04861547071741906
TNIK	-0.13357889469685896
CSRNP1	0
CX3CR1	0
LRIG1	-0.028598078833461348
FRMD4B	0
FOXP1	-0.07496126974414954
BHLHE40	0
LOC100427851	0
HEG1	-0.01401972321985418
TIGIT	0
CD96	-0.06241370562557007
CBLB	-0.029014508531206455
NFKBIZ	0
CLDND1	0
ITGB2	0.14333016638120105
ETS2	0
TTC3	-0.02721205758159145
RUNX1	-0.07051142575588211
MRPS6	-0.01187415671147208
LFNG	-0.05293327608922154
ACTB	0.20292994173006976
TMEM120A	0
SEC61G	0
MYO1G	0.021562504179500116
LOC720538	0
LOC705095	0.02450107607827284
GPR141	0
ELMO1	-0.06981217415475097
CHN2	-0.023429789561841857
GLCCI1	-0.06968423524061115
RPA3	0
CDK6	0
BMT2	-0.09521643855871006
LOC708686	-0.030323487417982454
KDM7A	-0.03719926763357481
LOC114677140	0
SOD2	0
TAGAP	0
FYN	-0.0648329919135391
MAN1A1	-0.05485072909787981
THEMIS	-0.028979689653877278
AHI1	-0.05621493763855279
TNFAIP3	0
HIVEP2	-0.07353102399870785
UTRN	-0.06405574002266796
ARID1B	-0.06564211474795968
BACH2	-0.04111656420894509
HSP90AB1	0.05067731597047228
ZFAND3	-0.06610511956320607
MAMU-DRB1	0
MAMU-DRB5	0
NCR3	0.0681190010691535
LTB	0.06707073490201838
HIST1H1D	0.03153674502138818
LOC696872	0.09350126319174303
LOC696005	0.001405588917311176
ATXN1	-0.06367257146890679
JARID2	0
CD83	1.2072920549180786e-4
HIVEP1	-0.04563551853937003
LOC722929	0.06978030800134248
SERPINB9	0
SLBP	0
CD38	0.0182051472240481
RBPJ	-0.04282872963042778
APBB2	0.02217967279011719
ATP8A1	-0.002337558586560093
PLAC8	0.04733935756971994
ANTXR2	-0.06577971116843302
SPINK2	0.016349909080832586
HOPX	0.07528042850655203
HERC6	-0.0846696935426249
GPRIN3	0
NFKB1	-0.06602463027307211
CAMK2D	0
INPP4B	0
FBXW7	-0.03694493785446378
RAPGEF2	-0.03695840075422396
DDX60	-0.061478301277918354
DDX60L	-0.031986060032571706
HMGB2	0.0010483732213169797
IL7R	-0.020599199263019907
PTGER4	0
PARP8	-0.06512754991343071
ITGA1	0
GZMK	0.036694316526775704
GZMA	0.07292674278579414
IQGAP2	-0.05662341020087412
SSBP2	-0.01569257900296774
ELL2	0
CAMK4	-0.08866401148839896
FNIP1	-0.05641768721560972
IRF1	0.04005694846140783
TCF7	0
ARHGAP26	-0.06888219863527403
PPP2R2B	0
CD74	0
PTTG1	0
DUSP1	0.007904296934440901
SQSTM1	0
HYPK	0
TCF12	-0.056298173475626885
ANXA2	0.020824434628748056
RORA	0
DAPK2	-0.0639191320440336
DENND4A	0
PKM	0
ARIH1	-0.07877653188431057
BCL2A1	0.019348341464783498
ISG20	0
SLCO3A1	-0.07608230666030501
LOC710951	-0.0517128457067562
CMA1	0.04799972466032916
GZMH	0.05941312293230361
GZMB	0.02227697410223391
NFKBIA	0
GNG2	-0.05594791551527092
LGALS3	0.009636774202533413
HIF1A	-0.02609020395799053
SYNE2	0
ZFP36L1	0
NPC2	0
FOS	0
BATF	0
GPR65	0.008996916779005859
FOXN3	-0.07052831336186133
IFI27	0
SERPINA1	0.007915184430611018
HSP90AA1	0.03308645817867494
CRIP1	0.10630273010468591
LOC714576	0
SDCBP	0
TOX	-0.009124717367027909
NCOA2	-0.04008649394034381
PAG1	-0.028439175996270567
VPS13B	-0.07423489681184865
KLF10	0
TRPS1	-0.03820314992526839
LOC106999943	-0.02849028867619104
SLA	0.005032204444464396
PLEC	0
LOC107000013	0
VIM	0
MPP7	-0.06849105817749174
MAP3K8	0.06926055219284086
ITGB1	0
CREM	0
DDIT4	0.06380616705300274
SPOCK2	0
VSIR	0.022814814957614553
PRF1	0
DDX21	0
ARID5B	0
IFIT3	-0.05122601624912483
PGAM1	0
FUOM	0
TSPO	0.037839081433129855
APOL2	-0.049281105387281
APOL6	0
PIGT	0
RBM38	-0.04465513379580404
CCND2	0.004232646557191483
GAPDH	0
CHD4	0
PTMS	0
LAG3	0
TPI1	0.0474835684071126
KLRC2	0.1030785519824945
KLRD1	0
CD69	0.02335575347909691
CLEC2D	-0.02875356129053671
KLRB1	0.1126479008296655
SLC2A3	0
ITPR2	-0.039404084316225316
ARID2	-0.04036131829854811
TUBA1B	0.00221980178165385
TUBA1A	0.014051894605695392
DIP2B	-0.07625861192890486
ITGB7	0
OSBPL8	-0.02864241774285758
TMPO	0
CHST11	-0.09267440705797318
C11H12orf75	0.0437129870513291
OAS2	-0.060415251849216096
MED13L	-0.06489707316610474
BICDL1	-0.11181483735312456
ORAI1	-0.03924426007681329
RILPL2	0
RAN	0
MGAT5	-0.08094061843526833
CXCR4	0
ARHGAP15	-0.058990689000673766
GTDC1	-0.04842211020098624
ZEB2	-0.06957025301469018
NR4A2	0.059185137668353496
STK39	-0.05804954398971315
LOC106992647	-0.05983494318126445
GLS	-0.05857202003766828
STAT1	-0.031652474228948575
ANKRD44	-0.0944159790225467
