feature	weight
EEF1A1	-0.070522
B2M	0.386891
TPT1	0.00630732
UBA52	0.0456664
MAMU-A	0.114777
FAU	-0.0233942
TMSB4X	-0.108799
ACTB	-0.0476731
MAMU-E	0.304508
RACK1	0.0611804
NACA	0.0294228
FTH1	-0.13609
EIF1	0.0315942
GAPDH	-0.540775
TMSB10	-0.0878102
EIF3K	0.0526254
FTL	-0.000133153
PFDN5	-0.0236555
PNRC1	0.170262
COX4I1	0.00759161
EEF1B2	-0.0605893
PTMA	-0.120645
CD48	-0.256736
EEF1G	0.0177055
EEF2	-0.0420693
UBC	-0.117593
CD7	0.184888
EEF1D	-0.0828613
PTPRC	0.371024
ZFP36	0.111907
ITM2B	0.315544
NME2	0.0550517
BTF3	-0.0583791
NPM1	-0.0658454
PPIA	-0.143941
CD3E	0.0749348
SRGN	-0.307134
PABPC1	-0.119386
FXYD5	-0.106798
SH3BGRL3	-0.141685
MAMU-A3	0.026244
NFKBIA	0.16924
CCL5	-0.0532331
HNRNPA1	-0.0485913
ATP5MC2	0.0120453
HINT1	-0.096501
IFI6	0.31882
TOMM7	-0.0689798
SERF2	-0.173092
PTPRCAP	6.69495e-05
PFN1	-0.0289841
VIM	-0.340827
CALM1	-0.0622463
LAPTM5	0.00687144
ATP5F1E	-0.197273
CD3D	-0.0213253
ACTG1	-0.213353
HSP90AB1	-0.0108732
OAZ1	-0.128817
GMFG	-0.143866
LTB	0.187592
FOS	0.13612
ALDOA	-0.444751
GPX4	-0.0476136
GNLY	-0.201941
EIF3G	-0.012049
ARHGDIB	-0.0506793
ENO1	-0.286183
DDX5	0.157687
HSPA8	0.0528248
STK17A	-0.0415975
IL7R	0.0298263
CFL1	-0.0464349
HNRNPDL	0.0184241
PSME1	0.0682392
CD69	0.125571
LIMD2	0.12511
HNRNPA2B1	0.18244
JUNB	0.154566
PCBP1	-0.000265283
BTG1	0.055322
SMDT1	-0.0728125
MIF	-0.265908
JUN	0.155182
GZMB	0.0503605
GIMAP7	0.154222
EIF3F	-0.0576987
CD52	-0.0320091
HSP90AA1	0.000404214
KLF6	0.0858088
PPIB	0.0269703
CDC42	-0.0776032
CORO1A	-0.0303708
SARAF	0.0868457
S100A10	-0.454516
NKG7	-0.0797693
CD74	0.0759907
GSTP1	-0.126766
HSPA5	0.212944
FUOM	0.0319787
SELENOW	-0.139711
ARPC1B	-0.0842972
KRTCAP2	-0.036922
ATP5F1D	-0.0479587
EMP3	-0.0219739
CHCHD2	-0.103546
RHOA	-0.0855025
DAZAP2	0.0191566
MYL6	-0.264327
CNBP	-0.0096826
ATP6V1G1	-0.0244063
YBX1	-0.0460655
GABARAP	-0.146122
EIF3H	0.0135203
TSC22D3	0.110683
ATP5PO	0.0264287
ATP5MG	-0.115022
CD8B	0.084248
SRSF11	0.17305
MBNL1	0.232157
ARPC2	-0.212786
LAT	0.041264
ELOB	-0.12296
TPI1	-0.392473
NCL	0.0519648
SUMO2	-0.100686
CIRBP	0.0162655
SRP14	-0.0959629
TMEM123	0.193553
MAMU-AG	-0.0509873
SRSF5	-0.0127955
UBB	0.0359148
ANKRD12	0.0364797
SEPTIN1	0.092179
SSR2	-0.0154556
PSMB8	4.00683e-05
PDIA3	0.142218
GYPC	0.0888429
ATP5F1A	-0.0488329
FUS	0.278469
IL2RG	0.0965149
ABLIM1	0.157866
CST7	-0.244876
KMT2E	0.11422
COMMD6	-0.0985084
CCR7	0.114168
CCNI	-0.127049
ATP6V0C	-0.048345
SSR4	-0.0631192
UQCRH	-0.102549
TXNIP	-0.0091088
YWHAZ	-0.113226
SHISA5	0.0660195
EIF4B	-0.0290233
S100A11	-0.388135
WDR83OS	-0.0575675
JAK1	-0.0231134
ARPC3	-0.15101
UBXN1	-0.0117021
ARF1	-0.122639
CD37	-5.11581e-05
PSMB9	-0.050686
ZFP36L1	-7.6185e-05
PCBP2	-0.102422
CAMK4	0.16069
YWHAB	-0.0548067
SELL	0.284276
SON	0.0511575
UBE2D3	-0.0469845
ARGLU1	0.142515
CA6	0.314088
UBE2D2	0.0709059
RAC2	-0.0589624
PNISR	0.180772
OST4	-0.143955
ARL6IP5	0.0902788
EVL	0.0408161
LDHB	0.00091484
PGK1	-0.233664
TOMM6	-0.0769319
PSMA7	-0.0699765
IFI27L2	-0.175096
DUSP1	0.114104
MYL12B	-0.20231
CD3G	0.0468213
GPI	-0.232383
EIF3E	-0.0573655
CD8A	0.0164872
CD44	-0.0464657
PRRC2C	0.109483
TOMM20	-0.111789
SPCS1	-0.00211739
SEPTIN7	-0.0405733
SKAP1	-0.0419242
SEPTIN6	0.0362879
ISG20	-0.00345539
CLEC2D	-0.164491
RNF213	0.274377
LDHA	-0.294458
PECAM1	0.225787
RNASEK	-0.0751959
PEBP1	-0.0461128
UCP2	0.141777
NSA2	-0.000100085
LCK	-0.118687
EZR	-0.135461
TRMT112	-0.059634
PLD3	0.145875
TPM3	-0.0562827
HNRNPA0	-6.06523e-05
IRF1	0.191849
PLAAT4	0.126653
SLC25A5	-0.0513923
CD247	0.0781124
RSL24D1	-0.0203002
PPP1CC	-0.0457538
SF1	0.195744
STAT1	0.29762
NDUFA4	-0.0410004
LY6E-1	0.0482956
CALR	3.85931e-05
COX6C	-0.149572
PLAAT3	-0.180313
CIB1	-0.179168
TMEM219	-0.0952561
PRR13	-0.102627
COX5A	-0.0668584
RBM39	0.111259
EML4	0.00875612
LBH	0.136159
SF3B1	0.0876635
PKM	-0.339471
RSRP1	0.225047
PAK2	-0.0479594
NOP53	0.0288587
MSN	-0.0192032
SPOCK2	-0.02684
EIF3L	-0.0740256
RABAC1	-0.0312098
JTB	-0.0360722
USP15	0.153584
TMA7	-0.165997
KLF2	0.180144
RIPOR2	0.124437
FYB1	0.0242694
MYL12A	-0.163216
CRIP1	-0.317978
SEPTIN9	-0.0198052
ID2	0.0167497
HNRNPK	-0.0689909
SCML4	0.102686
HSP90B1	0.0155581
SRSF10	0.172965
IER2	0.0637773
NDFIP1	0.0940293
BST2	0.0290444
TLE5	0.0984602
UBL5	-0.11465
EPC1	0.107831
STK17B	0.0665405
PA2G4	0.0249735
EIF3M	-0.0255531
BZW1	0.00129469
ZFP36L2	0.0522054
PPP1R15A	-0.0405649
CD164	0.174159
LSP1	-0.210833
SLC25A3	-0.0561603
DDX17	0.0663181
TUBA1B	-0.110098
SNRPD2	-0.105831
DDX24	-0.0141784
RWDD1	-0.0423821
CDC42SE2	-0.0287215
RBM3	1.31459e-06
NAP1L1	-0.000768767
NDUFB8	-0.0334803
ANP32B	-0.0886501
GABARAPL2	-0.0426365
PRDX6	-0.271628
TENT5C	-0.117623
SP100	0.123614
LCP1	-0.144189
CACYBP	-0.103154
ATP5MPL	-0.161379
H2AFZ	-0.0605041
ITM2A	-0.0691582
MYH9	0.021549
CAPZB	-0.0898199
FIS1	-0.056076
HNRNPUL1	-0.149682
ACTR2	0.065023
SRSF7	0.0758308
MBP	2.64937e-05
TMEM59	0.000874024
STAT3	0.0736717
XRCC6	-0.0485138
SUB1	-0.117435
CCNL1	0.1888
SSB	7.43488e-05
RAP1B	-0.110889
MATR3	0.0192149
ETS1	-0.0215332
